node_label,sheltered_to_hic_ratio,overall_to_hic_ratio,shelter_gap_vs_hic,county_total_units,permit_to_hic,permit_to_pit,total_spending_usd_M,peak_shelter_census,peak_minus_baseline_shelter
Denver County,1.3400165113810591,1.6842788064630263,2883.0,3994.0,0.4710461139285293,0.2796722918563126,89.9,2200.0,-800.0
New York City,1.2084416509383569,1.2475873366333108,23413.0,27241.0,0.24252163384494854,0.19439251002611785,3700.0,70000.0,25000.0
Bexar County,1.0188679245283019,1.3937653814602133,46.0,8349.0,3.4245283018867925,2.4570335491465567,,,
Miami-Dade County,0.941156462585034,1.2925170068027212,-173.0,10608.0,3.6081632653061226,2.791578947368421,,,
District of Columbia,0.9037945573016481,1.076274434649291,-502.0,1737.0,0.33288616328095055,0.3092948717948718,40.0,1200.0,700.0
Chicago / Cook County,0.8520059435364041,0.932937097573056,-2988.0,6507.0,0.3222882615156018,0.34545551072414526,228.0,11000.0,3000.0
Boston / MA core,0.8303082685105158,0.8496110630942092,-1178.0,5502.0,0.7925669835782195,0.9328585961342828,1000.0,7500.0,4000.0
Harris County,0.7228875582168995,1.0911510312707917,-833.0,29936.0,9.958749168330007,9.126829268292683,,,
El Paso County,0.5709779179810726,0.7200315457413249,-544.0,2320.0,1.8296529968454258,2.5410733844468782,,,
